owner_no,owner_name,description,manufacturer_code,price,
2,Screfix,Makita  18V 3.0Ah Li-Ion LXT  Cordless Combi Drill,DHP453RFW,139.99,
2,Screfix,Makita  18V 4.0Ah Li-Ion LXT  Cordless Combi Drill,DHP453SME,199.99,
2,Screfix,Makita  12V 2.0Ah Li-Ion CXT  Cordless Combi Drill,HP333DWAE,129.99,
2,Screfix,Makita  12V Li-Ion CXT  Cordless Combi Drill - Bare,HP333DZ,39.99,
2,Screfix,Makita  10.8V Li-Ion CXT Brushless Cordless Combi Drill - Bare,HP332DZ,99.99,
2,Screfix,Makita  10.8V 2.0Ah Li-Ion CXT Brushless Cordless Combi Drill,HP332DSAJ,199.99,
2,Screfix,Makita  18V Li-Ion LXT Brushless Cordless Drill Driver - Bare,DDF485Z,99.99,
2,Screfix,Makita  18V Li-Ion LXT  Cordless Drill Driver - Bare,DDF482Z,89.99,
2,Screfix,Makita  12V 2.0Ah Li-Ion CXT  Cordless Drill Driver,DF333DWAE,119.99,
2,Screfix,Makita  12V Li-Ion CXT  Cordless Drill Driver - Bare,DF333DZ,34.99,
2,Screfix,Makita  10.8V Li-Ion CXT Brushless Cordless Â¼'' Hex Chuck Drill Driver - Bare,DF032DZ,89.99,
2,Screfix,Makita  10.8V Li-Ion CXT Brushless Cordless Drill Driver - Bare,DF332DZ,89.99,
2,Screfix,DeWalt  1300W  Electric Silver Bullet Diamond Core Drill 230V,D21570K-GB,229.99,
2,Screfix,DeWalt 1300W  Electric Silver Bullet Diamond Core Drill 110V, D21570K-LX,229.99,
2,Screfix,Marcrist 110V UK 1900W  Electric Diamond Core Drill 110V,DDM150-1S,299.99,
2,Screfix,Marcrist 230V UK 1900W  Electric Diamond Core Drill 230V,DDM150-1S,299.99,
2,Screfix,Makita  165mm 18V Li-Ion LXT Brushless Cordless Circular Saw - Bare,DHS680Z,159.99,
2,Screfix,Makita  165mm 18V Li-Ion LXT  Cordless Circular Saw - Bare,DSS611Z,99.99,
2,Screfix,Makita  1050W 165mm  Electric Circular Saw 240V,HS6601,79.99,
2,Screfix,Makita  136mm 18V Li-Ion   Cordless Compact Circular Saw - Bare,DSS501Z,119.99,
2,Screfix,Makita  136mm 18V Li-Ion LXT  Cordless Circular Saw - Bare,DCS552Z,119.99,
2,Screfix,Makita  165mm 18V Li-Ion   Cordless Circular Saw - Bare,DSS610Z,139.99,
2,Screfix,Makita  85mm 12V 2.0Ah Li-Ion CXT  Cordless Circular Saw,HS301DWAE,169.99,
2,Screfix,Makita  85mm 12V Li-Ion CXT  Cordless Circular Saw - Bare,HS301DZ,84.99,
2,Screfix,Makita  150mm 18V Li-Ion LXT Brushless Cordless Circular Saw - Bare,DCS553ZJ,229.99,
2,Screfix,Makita  1050W 190mm  Electric Circular Saw 240V,M5802,89.99,
2,Screfix,Makita  165mm 18V 4.0Ah Li-Ion LXT  Cordless Circular Saw,DSS610RMJ,349.99,
2,Screfix,DeWalt  18V Li-Ion XR  Cordless Jigsaw - Bare,DCS331N,109.99,
2,Screfix,Erbauer  750W  Electric Jigsaw 220-240V,EJS750,49.99,
2,Screfix,Makita  18V Li-Ion LXT  Cordless Jigsaw - Bare,DJV180Z,139.99,
2,Screfix,DeWalt  701W  Electric Jigsaw 240V,DW331K-GB,149.99,
2,Screfix,DeWalt  18V Li-Ion XR Brushless Cordless Jigsaw - Bare,DCS334N-XJ,169.99,
2,Screfix,Mac Allister  600W  Electric Jigsaw 220-240V,MSJS600,24.99,
2,Screfix,Makita  18V Li-Ion LXT Brushless Cordless Jigsaw - Bare,DJV182Z,179.99,
2,Screfix,Makita  18V Li-Ion LXT Brushless Cordless Jigsaw - Bare,DJV181Z,199.99,
2,Screfix,Makita  10.8V 2.0Ah Li-Ion CXT  Cordless Jigsaw,JV101DWAE,149.99,
2,Screfix,Makita  10.8V Li-Ion CXT  Cordless Jigsaw - Bare,JV101DZ,64.99,
2,Screfix,Hitachi  18V Li-Ion   Cordless Jigsaw - Bare,CJ18DGL,89.99,
2,Screfix,Bosch  12V Li-Ion   Cordless Jigsaw - Bare,GST12VLIN,74.49,
2,Screfix,DeWalt  701W  Electric Jigsaw 110V,DW331K-LX,149.99,
2,Screfix,Makita  190mm Twin 18V Li-Ion LXT Brushless Cordless Single-Bevel Sliding Compound Mitre Saw - Bare,DLS714NZ,499.99,
2,Screfix,Makita  260mm  Electric Single-Bevel  Compound Mitre Saw 240V,LS1040N,199.99,
2,Screfix,Makita 190mm  Electric Double-Bevel Sliding Compound Mitre Saw 110V,LS0714N,299.99,
2,Screfix,Makita  165mm 18V Li-Ion LXT Brushless Cordless Double-Bevel  Compound Mitre Saw - Bare,DLS600Z,599.99,
2,Screfix,Makita  260mm  Electric Double-Bevel Sliding Compound Mitre Saw 240V,LS1019L,549.99,
2,Screfix,Makita 260mm  Electric Single-Bevel  Compound Mitre Saw 110V, LS1040N,199.99,
2,Screfix,Makita  216mm  Electric Single-Bevel Sliding Mitre Saw 240V,LS0815FLN,299.99,
2,Screfix,Makita 190mm  Electric Double-Bevel Sliding Compound Mitre Saw 240V, LS0714N,299.99,
2,Screfix,Makita  216mm  Electric Single-Bevel Sliding Mitre Saw 110V,LS0815FLN,299.99,
2,Screfix,Makita  260mm Twin 18V Li-Ion LXT Brushless Cordless Single-Bevel Sliding Compound Mitre Saw  - Bare,DLS110Z,699.99,
2,Screfix,Makita  18V Li-Ion LXT  Cordless Reciprocating Saw - Bare,DJR186Z,99.99,
2,Screfix,Makita  1010W  Electric Reciprocating Saw 240V,JR3050T,119.99,
2,Screfix,Makita  1010W  Electric Reciprocating Saw 240V,M4501,89.99,
2,Screfix,Makita  18V Li-Ion LXT Brushless Cordless Reciprocating Saw - Bare,DJR360ZK,189.99,
2,Screfix,Makita  18V Li-Ion LXT Brushless Cordless Reciprocating Saw - Bare,DJR188Z,159.99,
2,Screfix,Makita  940W  Electric All-Purpose Reciprocating Saw 110V,JR3050\T,119.99,
2,Screfix,Makita  12V Li-Ion CXT  Cordless Reciprocating Saw - Bare,JR103DZ,59.99,
2,Screfix,Makita  10.8V 2.0Ah Li-Ion CXT  Cordless Reciprocating Saw,JR105DWAE,159.99,
2,Screfix,Makita  12V 2.0Ah Li-Ion CXT  Cordless Reciprocating Saw,JR103DWAE,149.99,
2,Screfix,Makita  10.8V Li-Ion CXT  Cordless Reciprocating Saw - Bare,JR105DZ,64.99,
2,Screfix,Makita  125mm 18V Li-Ion LXT  Cordless Random Orbital Sander - Bare,DBO180Z,89.99,
2,Screfix,Makita  125mm  Electric Random Orbit Sander 240V,M9204,44.99,
2,Screfix,Makita  125mm  Electric Random Orbit Sander 110V,BO5041,99.99,
2,Screfix,Makita 125mm  Electric Random Orbit Sander 240V, BO5041,99.99,
2,Screfix,Makita  150mm  Electric Random Orbit Sander 110V,BO6050J,279.99,
2,Screfix,Makita  150mm  Electric Random Orbit Sander 240V,BO6050J,259.99,
2,Screfix,"Makita  18V Li-Ion LXT 4Â½"" Brushless Cordless Angle Grinder - Bare",DGA463,149.99,
2,Screfix,"Makita  18V Li-Ion LXT 4Â½""  Cordless Angle Grinder - Bare",DGA452Z,99.99,
2,Screfix,"Makita  2000W 9""  Electric Angle Grinder 240V",GA9050,99.99,
2,Screfix,"Makita  720W 4Â½""  Electric Angle Grinder 240V",GA4530R,49.99,
2,Screfix,"Makita  2000W 9""  Electric Angle Grinder 110V",GA9050,99.99,
2,Screfix,"Makita  720W 4Â½""  Electric Angle Grinder 110V",GA4530R,59.99,
2,Screfix,"Makita  720W 5""  Electric Angle Grinder 240V",GA5030R,54.99,
2,Screfix,"Makita  2000W 9""  Electric Angle Grinder 240V",M9001,79.99,
2,Screfix,"Makita  570W 4Â½""  Electric Angle Grinder 240V",M9502,39.99,
2,Screfix,"Makita  36V 5.0Ah Li-Ion LXT 9"" Brushless Cordless Angle Grinder",DGA900PT2,399.99,
2,Screfix,"Makita  720W 5""  Electric Angle Grinder 110V",GA5030R,54.99,
2,Screfix,"Makita  36V Li-Ion LXT 9"" Brushless Cordless Angle Grinder - Bare",DGA900Z,299.99,
2,Screfix,Makita  18V Li-Ion LXT  Cordless Multi-Tool - Bare,DTM50Z,89.99,
2,Screfix,Makita  18V Li-Ion   Cordless Multi-Tool - Bare,DTM51Z,119.99,
2,Screfix,Makita  320W  Electric Multi-Cutter 240V,TM3000CX14,99.99,
2,Screfix,Makita  18V 4.0Ah Li-Ion LXT  Cordless Multi-Tool,DTM50RM1J1,229.99,
2,Screfix,Makita  320W  Electric Multi-Tool 240V,TM3010CK,99.99,
2,Screfix,Makita  18V Li-Ion LXT  Cordless Drywall Cutter - Bare,DCO180Z,104.99,
2,Screfix,Makita  10.8V Li-Ion CXT  Cordless Multi Tool - Bare,TM3000C,64.99,
2,Screfix,Makita  10.8V Li-Ion CXT  Cordless Multi-Cutter - Bare,CP100DZ,54.99,
2,Screfix,Makita  320W  Electric Multi-Tool 240V,TM3000C,99.99,
2,Screfix,Makita  18V Li-Ion LXT Brushless Cordless Impact Driver - Bare,DTD153Z,119.99,
2,Screfix,Makita  18V Li-Ion LXT Brushless Cordless Impact Wrench - Bare,DTW285Z,149.99,
2,Screfix,Makita  12V 2.0Ah Li-Ion CXT  Cordless Impact Driver,TD110DWAE,114.99,
2,Screfix,Makita  18V Li-Ion LXT  Cordless Impact Wrench - Bare,DTW450Z,189.99,
2,Screfix,Makita  18V Li-Ion   Cordless Impact Driver - Bare,DTD152Z,99.99,
2,Screfix,Makita  18V Li-Ion LXT Brushless Cordless Impact Wrench - Bare,DTW1001Z,259.99,
2,Screfix,Makita  18V 4.0Ah Li-Ion LXT Brushless Cordless Impact Wrench,DTW285RMJ,339.99,
2,Screfix,Makita  12V Li-Ion CXT  Cordless Impact Driver - Bare,TD110DZ,44.99,
2,Screfix,Makita  12V Li-Ion CXT  Cordless Impact Wrench - Bare,TW140DZ,49.99,
2,Screfix,Makita  10.8V Li-Ion CXT Brushless Cordless Impact Driver - Bare,TD111DZ,89.99,
2,Screfix,Makita  18V Li-Ion  Brushless Cordless Impact Driver - Bare,DTS141ZJ,299.99,
2,Screfix,Makita  10.8V 2.0Ah Li-Ion CXT Brushless Cordless Impact Driver,TD111DSAJ,169.99,price_diff
2,Screfix,Makita  B53 Laminate Jigsaw Blades 5 Pack,B-10970,9.99,10
2,Screfix,Makita  B23 Jigsaw Blades 50mm 5 Pack,A-85743,4.99,7
2,Screfix,Makita  B11 Jigsaw Blades 75mm 5 Pack,A-85634,4.99,3
2,Screfix,Makita  B22 Jigsaw Blades 50mm 5 Pack,A-85737,4.99,
2,Screfix,Makita  B12 Jigsaw Blades 75mm 5 Pack,A-85640,4.99,
2,Screfix,Makita  B19 Jigsaw Blades 65mm 5 Pack,A-85715,5.99,
2,Screfix,Makita  Reciprocating Saw Blades 200mm 5 Pack,P-40927,12.99,
2,Screfix,Makita  Reciprocating Saw Blades 100mm 5 Pack,B-20426,10.99,
2,Screfix,Makita  Reciprocating Saw Blades 150mm 5 Pack,P-04911,10.99,
2,Screfix,Makita  Reciprocating Saw Blades 100mm 5 Pack,B-20432,12.99,
2,Screfix,Makita  Reciprocating Saw Blade Set 152-225mm 6 Pieces,B-44448,19.99,
2,Screfix,Makita  Reciprocating Saw Blades 150mm 5 Pack,P-04880,10.99,
2,Screfix,Makita  Reciprocating Saw Blade Set 152-203mm 6 Pieces,B-44432,16.99,
2,Screfix,Makita  Reciprocating Saw Blades 100mm 5 Pack,B-20404,11.99,
2,Screfix,Makita  Reciprocating Saw Blade Set 150mm 6 Pieces,D-53051,19.99,
2,Screfix,Kunys  Loop Hammer Holder,HM-213,5.99,
2,Screfix,Toughbuilt  Hammer Loop,TB-52,8.49,
2,Screfix,Kunys  Impact Driver Holster,SG-5021,13.99,
2,Screfix,Kunys  Multi-Pocket Tool Holder,PL-99,17.99,
2,Screfix,Kunys  Half Apron,AP-719,19.99,
2,Screfix,"Toughbuilt  Contractor Pouch  48""",TB-CT-01,29.99,
2,Screfix,Toughbuilt  Electricians Pouch & Shoulder Strap,TB-CT-104,39.99,
2,Screfix,"Toughbuilt  Tool Belt 48""",TB-CT-101-4,79.99,
2,Screfix,Kunys  Carpenters Nail & Tool Belt,API-933,39.99,
2,Screfix,"Toughbuilt  Pro Framer Compact Drill Belt  48""",TB-CT-102-3,59.99,
2,Screfix,Toughbuilt  ClipTech Wall Organiser 600mm,TB-53,8.49,
2,Screfix,Kunys  Snap-In Hammer Loop,HM-220,9.49,
2,Screfix,Kunys  Combi Drill Holster,SG-5023,15.99,
2,Screfix,"Toughbuilt  Supply Pouch 48""",TB-CT-05,17.99,
2,Screfix,Toughbuilt  Compact Drill Holster,TB-CT-20-S,18.99,
2,Screfix,Toughbuilt  Electricians Pouch & Shoulder Strap,TB-CT-104,39.99,
2,Screfix,"Toughbuilt Tool Belt 48""", TB-CT-101-4,79.99,
2,Screfix,Kunys  Carpenters Nail & Tool Belt,API-933,39.99,
2,Screfix,"Toughbuilt  Pro Framer Compact Drill Belt  48""",TB-CT-102-3,59.99,
2,Screfix,Toughbuilt  ClipTech Wall Organiser 600mm,TB-53,8.49,
2,Screfix,Kunys  Snap-In Hammer Loop,HM-220,9.49,
2,Screfix,Kunys  Combi Drill Holster,SG-5023,15.99,
2,Screfix,"Toughbuilt  Supply Pouch 48""",TB-CT-05,17.99,
2,Screfix,Toughbuilt  Compact Drill Holster,TB-CT-20-S,18.99,
1,GPH Builders Merchant,MAKITA 2 STROKE OIL - 1 LITRE,P-21141,8.4,
1,GPH Builders Merchant,PTC20 - MAKITA  CIRCULAR SAW CORDLESS 136MM 18V LI-ION - BODY ONLY,BSS501Z,83.33,
1,GPH Builders Merchant,PTC20 - MAKITA AUTO FEED SCREWDRIVER 25-55mm  BODY ONLY,BFR550Z,150,
1,GPH Builders Merchant,MAKITA JIGSAW BLADE B13 BASIC CUT WOOD 80MM 5PC,A-85656,2.9,
1,GPH Builders Merchant,MAKITA JIGSAW BLADE B17 CLEAN CUT WOOD 70MM 5PC,A-85690,4.8,
1,GPH Builders Merchant,MAKITA JIGSAW BLADE B19 CLEAN CUT WOOD 65MM 5PC,A-85715,7.4,
1,GPH Builders Merchant,MAKITA JIGSAW BLADE B16 SPEED CUT WOOD 75MM 5PC,A-85684,4,
1,GPH Builders Merchant,MAKITA JIGSAW BLADE B26 BASIC CUT METAL 70MM 5PC,A-85771,6.6,
1,GPH Builders Merchant,MAKITA JIGSAW BLADE B21 BASIC CUT METAL 75MM 5PC,A-85721,9,
1,GPH Builders Merchant,MAKITA JIGSAW BLADE BR13 SPECIALIZED 64MM 5PC,A-85793,3.4,
1,GPH Builders Merchant,MAKITA JIGSAW BLADE B52 SUPER EXPRESS 75MM 5PC,B-06482,6.7,
1,GPH Builders Merchant,MAKITA RECIPROCATING BLADES 150MM 5PC,P-04999,6.6,
1,GPH Builders Merchant,MAKITA HSS METAL DRILL BIT 11MM - EACH,P-19613,4.6,
1,GPH Builders Merchant,MAKITA HSS METAL DRILL BIT 10MM - EACH,P-19598,3.4,
1,GPH Builders Merchant,** MAKITA COMBI AUGER BIT 20 X 235MM - EACH,P-38495,14.5,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  6mm - EACH,D-00072,2.5,
1,GPH Builders Merchant,PTC20 - MAKITA RECIPROCATING SAW 110V,JR3060T/1,129.99,
1,GPH Builders Merchant,PTC20 - MAKITA RECIPROCATING SAW 240V,JR3060T/2,129.99,
1,GPH Builders Merchant,MAKITA RECIPROCATING SAW BLADE 305MM 3PC,B-10637,14.5,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  5mm - EACH,D-00038,1.2,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  5.5mm - EACH,D-16106,1.9,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  7mm - EACH,D-00119,2.3,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  9mm - EACH,D-08056,2.1,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  10mm - EACH,D-00181,3,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  11mm - EACH,D-00212,2.9,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  12mm - EACH,D-00240,3.9,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  13mm - EACH,D-00256,3.7,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  14mm - EACH,D-00278,4.6,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  15mm - EACH,D-00284,3.9,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  16mm - EACH,D-00290,7,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  18mm - EACH,D-00337,9.6,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  20mm - EACH,D-00365,13,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  24mm - EACH,D-16302,19,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  26mm - EACH,D-15263,23.5,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  30mm - EACH,D-17572,38.5,
1,GPH Builders Merchant,MAKITA SAW BLADE 165MM X 20MM - 16 TEETH,B-07901,15.5,
1,GPH Builders Merchant,MAKITA SAW BLADE 165MM X 20MM - 24 TEETH MFORCE,B-08006,17,
1,GPH Builders Merchant,MAKITA SAW BLADE 165MM X 20MM - 24 TEETH SPECIALIZED,B-09167,19.5,
1,GPH Builders Merchant,MAKITA SAW BLADE 165MM X 20MM - 40 TEETH,B-09232,21.5,
1,GPH Builders Merchant,MAKITA SAW BLADE 190MM X 30MM - 12 TEETH,B-07967,18,
1,GPH Builders Merchant,MAKITA SAW BLADE 190MM X 30MM - 16 TEETH,B-09357,22,
1,GPH Builders Merchant,MAKITA SAW BLADE 190MM X 30MM - 24 TEETH,B-08056,19.5,
1,GPH Builders Merchant,MAKITA SAW BLADE 216MM X 30MM - 100 TEETH,B-09092,41,
1,GPH Builders Merchant,MAKITA SAW BLADE 235MM X 30MM - 20 TEETH,B-07995,28,
1,GPH Builders Merchant,MAKITA SAW BLADE 235MM X 30MM - 40 TEETH,B-08121,34.5,
1,GPH Builders Merchant,MAKITA SAW BLADE 260MM X 30MM - 60 TEETH,B-09020,39,
1,GPH Builders Merchant,MAKITA SAW BLADE 260MM X 30MM - 80 TEETH,B-09070,44.5,
1,GPH Builders Merchant,MAKITA SAW BLADE 260MM X 30MM - 80 TEETH,B-08779,84,
1,GPH Builders Merchant,MAKITA SAW BLADE 260MM X 30MM - 100 TEETH,B-08800,87,
1,GPH Builders Merchant,MAKITA SAW BLADE 260MM X 30MM - 80 TEETH,B-08844,105,
1,GPH Builders Merchant,MAKITA SAW BLADE 305MM X 30MM - 60 TEETH,B-09036,53,
1,GPH Builders Merchant,MAKITA SAW BLADE 305MM X 30MM - 80 TEETH,B-09086,61,
1,GPH Builders Merchant,MAKITA FLAT BIT   8mm - EACH,D-07680,0.9,
1,GPH Builders Merchant,MAKITA FLAT BIT  10mm - EACH,D-07696,0.9,
1,GPH Builders Merchant,MAKITA FLAT BIT  12mm - EACH,D-07705,0.9,
1,GPH Builders Merchant,MAKITA FLAT BIT  16mm - EACH,D-07733,1.5,
1,GPH Builders Merchant,MAKITA FLAT BIT  18mm - EACH,D-07749,1.6,
1,GPH Builders Merchant,MAKITA FLAT BIT  20mm - EACH,D-07755,1.7,
1,GPH Builders Merchant,MAKITA FLAT BIT  22mm - EACH,D-07761,1.9,
1,GPH Builders Merchant,MAKITA FLAT BIT  24mm - EACH,D-07777,1.7,
1,GPH Builders Merchant,MAKITA FLAT BIT  25mm - EACH,D-07783,2.1,
1,GPH Builders Merchant,MAKITA FLAT BIT  26mm - EACH,D-07799,2.4,
1,GPH Builders Merchant,MAKITA FLAT BIT  28mm - EACH,D-07808,2.6,
1,GPH Builders Merchant,MAKITA FLAT BIT  30mm - EACH,D-07814,2.7,
1,GPH Builders Merchant,MAKITA FLAT BIT  32mm - EACH,D-07820,3.3,
1,GPH Builders Merchant,** MAKITA COMBI AUGER BIT 6 X 235MM - EACH,P-38423,6.5,
1,GPH Builders Merchant,** MAKITA COMBI AUGER BIT 16 X 235MM - EACH,P-38473,11,
1,GPH Builders Merchant,** MAKITA COMBI AUGER BIT 22 X 235MM - EACH,P-38504,16.5,
1,GPH Builders Merchant,MAKITA HSS METAL DRILL BIT 2.0MM - EACH,P-19314,1.1,
1,GPH Builders Merchant,MAKITA HSS METAL DRILL BIT 3.0MM - EACH,P-19342,1.3,
1,GPH Builders Merchant,MAKITA HSS METAL DRILL BIT 4.0MM - EACH,P-19392,1.6,
1,GPH Builders Merchant,MAKITA HSS METAL DRILL BIT 5.0MM - EACH,P-19451,2,
1,GPH Builders Merchant,MAKITA HSS METAL DRILL BIT 6.0MM - EACH,P-19495,2,
1,GPH Builders Merchant,MAKITA HSS METAL DRILL BIT 7.0MM - EACH,P-19526,2,
1,GPH Builders Merchant,MAKITA HSS METAL DRILL BIT 8.0MM - EACH,P-19554,2.5,
1,GPH Builders Merchant,MAKITA HSS METAL DRILL BIT 9.0MM - EACH,P-19576,3,
1,GPH Builders Merchant,MAKITA HSS METAL DRILL BIT 12MM - EACH,P-19635,5.6,
1,GPH Builders Merchant,MAKITA HSS METAL DRILL BIT 13MM - EACH,P-19657,6.3,
1,GPH Builders Merchant,MAKITA BULL POINT SDS PLUS - EACH,D-08713,3.3,
1,GPH Builders Merchant,MAKITA COLD CHISEL SDS PLUS - EACH,D-08729,3.3,
1,GPH Builders Merchant,MAKITA SCALING CHISEL SDS PLUS - EACH,D-08735,4,
1,GPH Builders Merchant,MAKITA BULL POINT SDS MAX - EACH,B-13839,14.5,
1,GPH Builders Merchant,MAKITA COLD CHISEL SDS MAX - EACH,B-13867,14.5,
1,GPH Builders Merchant,MAKITA SCALING CHISEL SDS MAX - EACH,B-13889,18,
1,GPH Builders Merchant,MAKITA CURVED WIDE CHISEL - EACH,B-13904,41.5,
1,GPH Builders Merchant,MAKITA SCALING CHISEL SDS MAX - EACH,B-13895,26,
1,GPH Builders Merchant,MAKITA TORSION BIT PH2 X 85MM 3PC,B-12326,18,
1,GPH Builders Merchant,MAKITA TORSION BIT PZ2 X 85MM 3PC,B-12790,18,
1,GPH Builders Merchant,MAKITA AUTOFEED SCREWDRIVER BIT PH2 X 157 3PC,P-67795,16,
1,GPH Builders Merchant,MAKITA CHAINSAW OIL  NON-BIO 5L,P-21179,19.7,
1,GPH Builders Merchant,MAKITA CHAINSAW OIL  NON-BIO 1L,P-21163,5.3,
1,GPH Builders Merchant,MAKITA 2 STROKE OIL - 100ml,P-21135,2.33,
1,GPH Builders Merchant,PTC20 - MAKITA AUTOFEED SCREWDRIVER (25mm - 55mm) 240V,MAK6843/2,190,
1,GPH Builders Merchant,PTC20 - ORBITAL JIGSAW VARIABLE SPEED 110V MAKITA,4350FCT/1,99.99,
1,GPH Builders Merchant,PTC20 - ORBITAL JIGSAW VARIABLE SPEED 240V MAKITA,4350FCT/2,99.99,
1,GPH Builders Merchant,MAKITA ZENTRO MAX DRILL BIT 24 X 520,P-77908,51,
1,GPH Builders Merchant,MAKITA ZENTRO MAX DRILL BIT 22 X 920,P-77877,74,
1,GPH Builders Merchant,MAKITA ZENTRO MAX DRILL BIT 28 X 570,P-77970,62,
1,GPH Builders Merchant,MAKITA ZENTRO MAX DRILL BIT 22 X 520,P-77861,48,
1,GPH Builders Merchant,MAKITA ZENTRO MAX DRILL BIT 20 X 520,P-77827,43,
1,GPH Builders Merchant,MAKITA ZENTRO MAX DRILL BIT 18 X 540,P-77780,44.5,
1,GPH Builders Merchant,MAKITA ZENTRO MAX DRILL BIT 16 X 540,P-77746,38.5,
1,GPH Builders Merchant,MAKITA RECIPROCATING SAW BLADE - METAL,P-04905,9.8,
1,GPH Builders Merchant,MAKITA 2 STROKE OIL - 5 LITRE,P-21157,21.41,
1,GPH Builders Merchant,MAKITA SDS PLUS 14mm X 600mm DRILL BIT,B-47846,16.5,
1,GPH Builders Merchant,PTC20 - MAKITA ROTARY DEMOLITION HAMMER SDS MAX 45MM 110V,HR4511C/1,499,
