owner_no,owner_name,description,manufacturer_code,price,
1,GPH Builders Merchant,MAKITA WATER BOTTLES 15L,P-54047,59,
1,GPH Builders Merchant,MAKITA ZENTRO MAX DRILL BIT 25 X 920,P-77936,84,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  6mm - EACH,D-00066,2.1,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  8mm - EACH,D-00131,2.3,
1,GPH Builders Merchant,MAKITA RECIPROCATING SAW BLADE - WOOD,P-05072,15.5,
1,GPH Builders Merchant,MAKITA TCT PLANER BLADES 2PC,D-07945,16,
1,GPH Builders Merchant,"MAKITA ABRASIVE DISC 5"" 60 GRIT 10PC",P-43549,5.5,
1,GPH Builders Merchant,"MAKITA ABRASIVE DISC 5"" 80 GRIT 10PC",P-43555,5.1,
1,GPH Builders Merchant,"MAKITA ABRASIVE DISC 5"" 120 GRIT 10PC",P-43577,4.9,
1,GPH Builders Merchant,MAKITA SAW BLADE 255MM X 30MM - 32 TEETH,B-08626,61,
1,GPH Builders Merchant,"MAKITA ABRASIVE DISC 6"" 60 GRIT 10PC",P-37487,5.6,
1,GPH Builders Merchant,"MAKITA ABRASIVE DISC 6"" 80 GRIT 10PC",P-37493,5.6,
1,GPH Builders Merchant,"MAKITA ABRASIVE DISC 6"" 120 GRIT 10PC",P-37518,5.6,
1,GPH Builders Merchant,PTC20 - MAKITA DAB JOB SITE RADIO  (NO BATTERY),BMR104,75,
1,GPH Builders Merchant,MAKITA ZENTRO MAX DRILL BIT 20 X 920,P-77833,49.09,
1,GPH Builders Merchant,MAKITA KEYLESS CHUCK & SDS ADAPTOR,P-33788,26.5,
1,GPH Builders Merchant,PTC20 - MAKITA PLUNGE SAW 165MM - 110V (incl 2no 194368-5 guide rails & 1no p-45777 guide joint),SP6000K1/1,299.99,
1,GPH Builders Merchant,PTC20 - MAKITA PLUNGE SAW 165MM - 240V(incl 2no 194368-5 guide rails  & 1no p-45777 guide joint),SP6000K1/2,299.99,
1,GPH Builders Merchant,MAKITA SAW BLADE 216MM X 30MM - 40 TEETH,B-08872,45,
1,GPH Builders Merchant,** MAKITA BATTERY 18V LXT 3.0AH BL1830B,638409-2,53.99,
1,GPH Builders Merchant,MAKITA SAW BLADE  85MM X 15MM - 20 TEETH,B-09204,15.5,
1,GPH Builders Merchant,MAKITA SPECIALIZED METAL CUTTING BLADE 305mm -EACH,B-09765,98.87,
1,GPH Builders Merchant,MAKITA SPECIALISED CORDLESS SAW BLADE 136mm - EACH,B-10643,36.5,
1,GPH Builders Merchant,MAKITA ZENTRO MAX DRILL BIT 25 X 520,P-77920,54,
1,GPH Builders Merchant,MAKITA HSS HEX FITTING DRILL BIT  3.0MM - EACH,D-14928,1.3,
1,GPH Builders Merchant,MAKITA HSS HEX FITTING DRILL BIT  4.0MM - EACH,D-14940,1.7,
1,GPH Builders Merchant,MAKITA HSS HEX FITTING DRILL BIT  5.0MM - EACH,D-14962,2.3,
1,GPH Builders Merchant,MAKITA HSS HEX FITTING DRILL BIT  6.0MM - EACH,D-14978,2.9,
1,GPH Builders Merchant,MAKITA HSS HEX FITTING DRILL BIT  8.0MM - EACH,D-15827,13,
1,GPH Builders Merchant,MAKITA HSS HEX FITTING DRILL BIT 10MM - EACH,D-15833,6,
1,GPH Builders Merchant,MAKITA HSS HEX FITTING DRILL BIT 12MM - EACH,D-15849,9,
1,GPH Builders Merchant,MAKITA HSS HEX FITTING DRILL BIT 13MM - EACH,D-15855,12.12,
1,GPH Builders Merchant,MAKITA BIT FOR SDS PLUS HAMMERS 6.5mm - EACH,D-00094,2.3,
1,GPH Builders Merchant,MAKITA BIT FOR SDS PLUS HAMMERS 12mm - EACH,D-00234,5.48,
1,GPH Builders Merchant,MAKITA ROUTER BIT 38mm X  4mm,P-77241,42.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 35mm X 12.7mm,P-77447,38,
1,GPH Builders Merchant,MAKITA PLUNGE SAW BLADE - EACH,B-09298,43.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 31.7mm X 15.8mm,P-77431,39.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 25.4mm X 12.7mm,P-77425,37.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 24mm X 9mm,P-77453,29.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 20mm X 16mm,P-77388,20.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 19.05mm X 12.7mm,P-77366,26.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 19mm X 50mm,P-77403,50,
1,GPH Builders Merchant,MAKITA ROUTER BIT 19mm X 50mm,P-77419,43,
1,GPH Builders Merchant,MAKITA ROUTER BIT 16mm X 20mm,P-77372,21.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 16mm X 20mm,P-77394,28,
1,GPH Builders Merchant,MAKITA ROUTER BIT 15mm X 20mm,P-77263,22.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 12.71mm X 25mm,P-77257,26.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 12.7mm X 25mm,P-77279,26.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 12.7mm X 5mm,P-77285,17.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 12.7mm X 50mm,P-77338,26,
1,GPH Builders Merchant,MAKITA ROUTER BIT 12.7mm X 50mm,P-77344,25,
1,GPH Builders Merchant,MAKITA ROUTER BIT 12.7mm X 63mm,P-77350,26,
1,GPH Builders Merchant,MAKITA ROUTER BIT 12mm X 20mm,P-77291,19,
1,GPH Builders Merchant,MAKITA ROUTER BIT 12mm X 20mm,P-77300,22,
1,GPH Builders Merchant,MAKITA ROUTER BIT 12mm X 54mm,P-77316,29.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 12mm X 65mm,P-77322,29.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 10mm X 20mm,P-77534,17.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 9.5mm X 25mm,P-77469,20,
1,GPH Builders Merchant,MAKITA ROUTER BIT 8mm X 20mm,P-77528,17,
1,GPH Builders Merchant,MAKITA ROUTER BIT 6.35mm X 12.7mm,P-77475,18,
1,GPH Builders Merchant,MAKITA ROUTER BIT 6mm X 16mm,P-77512,15.5,
1,GPH Builders Merchant,MAKITA ROUTER BIT 5mm X 10mm,P-77506,17,
1,GPH Builders Merchant,MAKITA ROUTER BIT 4mm X 10mm,P-77497,17,
1,GPH Builders Merchant,MAKITA ROUTER BIT 3mm X 10mm,P-77481,16.5,
1,GPH Builders Merchant,MAKITA DUSTLESS GUARD,194044-1,95,
1,GPH Builders Merchant,MAKITA LXT BLOWER BODY ONLY,DUB182Z,54.99,
1,GPH Builders Merchant,PTC20 - MAKITA 400W ELECTRIC HEDGE TRIMMER - 240V,UH4861X,39.99,
1,GPH Builders Merchant,MAKITA STUBBY AUGER BIT 22 X 120MM - EACH,P-65919,6.7,
1,GPH Builders Merchant,MAKITA STUBBY AUGER BIT 25 X 120MM - EACH,P-65925,8,
1,GPH Builders Merchant,MAKITA SDS MASONARY BIT  10mm - EACH,D-00175,3.07,
1,GPH Builders Merchant,MAKITA SAW BLADE 250MM X 30MM - 40 TEETH,B-09818,84,
1,GPH Builders Merchant,MAKITA TMA001 MULTI TOOL SAW BLADE - EACH,B-21272,24.29,
1,GPH Builders Merchant,MAKITA TMA003 MULTI TOOL SAW BLADE - EACH,B-21294,21.51,
1,GPH Builders Merchant,**   MAKITA TMA006 MULTI TOOL SAW BLADE - EACH,B-21325,17,
1,GPH Builders Merchant,MAKITA TMA007 MULTI TOOL SAW BLADE - EACH,B-21331,15.33,
1,GPH Builders Merchant,**  MAKITA TMA008 MULTI TOOL SAW BLADE - EACH,B-21347,17.83,
1,GPH Builders Merchant,**  MAKITA TMA009 MULTI TOOL SAW BLADE - EACH,B-21353,15.33,
1,GPH Builders Merchant,**  MAKITA TMA010 MULTI TOOL SAW BLADE - EACH,B-21369,15.33,
1,GPH Builders Merchant,** MAKITA TMA012 MULTI TOOL SAW BLADE - EACH,B-21381,9.84,
1,GPH Builders Merchant,MAKITA TMA019 MULTI TOOL SCRAPER - EACH,B-21456,9.26,
1,GPH Builders Merchant,MAKITA TMA022 MULTI TOOL REMOVER BLADE - EACH,B-21484,38.84,
1,GPH Builders Merchant,MAKITA MULTI TOOL ABRASIVE PAPER - EACH,B-21559,4.4,
1,GPH Builders Merchant,STRIMMER LINE ROUND 2MM X 15M MAKITA,369224600,4.59,
1,GPH Builders Merchant,STRIMMER LINE ROUND 2.4MM X 15M MAKITA,369224602,7.98,
1,GPH Builders Merchant,STRIMMER LINE SQUARE 2.4MM X 15M MAKITA,369224606,7.98,
1,GPH Builders Merchant,STRIMMER LINE SQUARE 3MM X 15M MAKITA,369224613,13.53,
1,GPH Builders Merchant,MAKITA AUTOFEED SCREWDRIVER BIT PZ2 X 157 3PC,P-67773,16,
1,GPH Builders Merchant,MAKITA NIBBLER PUNCH FOR JN1601 - EACH,A-83951,22.12,
1,GPH Builders Merchant,PTC20 - MAKITA MULTI-TOOL 240V,TM3000C,75,
1,GPH Builders Merchant,MAKITA ULTRA MAG TORSION BIT HOLDER - EACH,B-28531,11.5,
1,GPH Builders Merchant,"MAKITA 1/4"" ROUTER / LAMINATE TRIMMER WITH TRIMMER GUIDE 110v",RT0700C/1,104.99,
1,GPH Builders Merchant,PTC20 -** MAKITA 18V LI-ION 4 PIECE KIT,DK18011,449.99,
1,GPH Builders Merchant,MAKITA ALUMINIUM CUTTING SAW BLADE 190MM X 30MM - 60 TEETH,B-09597,53,
1,GPH Builders Merchant,MAKITA RECIPROCATING BLADES METAL 225MM 5PC,P-47195,13.5,
1,GPH Builders Merchant,"PTC20 - MAKITA CUT OFF SAW 4-STROKE 12""",EK7650H,560,
1,GPH Builders Merchant,PTC20 - MAKITA 18V LXT SANDER,BBO180Z,69.99,
1,GPH Builders Merchant,MAKITA SDS MAX DRILL BIT 14 X 540,P-17083,38,
1,GPH Builders Merchant,MAKITA ROUTER TEMPLATE GUIDE ,164471-6,11.5,
1,GPH Builders Merchant,MAKITA 4 STROKE ENGINE OIL - 1 LITRE,P-21200,5.63,
1,GPH Builders Merchant,MAKITA STUBBY AUGER BIT 35 X 120MM - EACH,P-66438,9.9,
1,GPH Builders Merchant,MAKITA BULB FOR LI-ION TORCHES 2PC,A-30542,4.8,
1,GPH Builders Merchant,"REPLACEMENT CHAIN FOR MAKITA 18"" CHAINSAW",523093664,29.85,
1,GPH Builders Merchant,MAKITA 8MM RING NUT SETTER - EACH,B-28569,8.2,
1,GPH Builders Merchant,MAKITA PLUNGE CUT BLADE SET 4PC,B-30623,68,
1,GPH Builders Merchant,MAKITA ANGLE GRINDER ELECTRIC 115MM 720W 110V - WITH BLADE & CASE,GA4530KD/1,39.99,
1,GPH Builders Merchant,MAKITA ABRASIVE BELT 40 GRIT 76MM X 457MM 5PC,P-37091,10.5,
1,GPH Builders Merchant,MAKITA ABRASIVE BELT 80 GRIT 76MM X 457MM 5PC,P-37116,10.5,
1,GPH Builders Merchant,MAKITA ABRASIVE BELT 120 GRIT 76MM X 457MM 5PC,P-37138,10.5,
1,GPH Builders Merchant,MAKITA ABRASIVE BELT 40 GRIT 76MM X 533MM 5PC,P-37172,10.5,
1,GPH Builders Merchant,MAKITA ABRASIVE BELT 80 GRIT 76MM X 533MM 5PC,P-37194,10.5,
1,GPH Builders Merchant,MAKITA ABRASIVE BELT 120 GRIT 76MM X 533MM 5PC,P-37219,10.5,
1,GPH Builders Merchant,MAKITA ABRASIVE BELT 40 GRIT 100MM X 610MM 5PC,P-36887,10.5,
1,GPH Builders Merchant,MAKITA ABRASIVE BELT 80 GRIT 100MM X 610MM 5PC,P-36902,10.53,
1,GPH Builders Merchant,MAKITA ABRASIVE BELT 120 GRIT 100MM X 610MM 5PC,P-36924,10.53,
1,GPH Builders Merchant,MAKITA ROUTER TEMPLATE GUIDE 3600B,344364-5,10,
1,GPH Builders Merchant,MAKITA SDS MAX DRILL BIT 12 X 690,P-17055,58,
1,GPH Builders Merchant,MAKITA SAW BLADE 165MM X 10MM - 24 TEETH,B-09189,20.28,
1,GPH Builders Merchant,** CARBON BRUSHES,BRUSHES,12.5,
1,GPH Builders Merchant,MAKITA FIBRE CEMENT BLADE 165 X 20 - EACH,B-22997,44.85,
1,GPH Builders Merchant,MAKITA 10MM RING NUT SETTER - EACH,B-28581,8.2,
1,GPH Builders Merchant,PTC20 - MAKITA HANDHELD BLOWER 4-STROKE 24.5CC,BHX2501,145,
1,GPH Builders Merchant,MAKITA 18V LXT LI-ION FAST BATTERY CHARGER 7.2 / 14.4 / 18V (SINGLE),DC18RC,49.99,
1,GPH Builders Merchant,MAKITA HOT AIR GUN 240V,HG5012K/2,64.99,
1,GPH Builders Merchant,MAKITA HOT AIR GUN 110V,HG5012K/1,64.99,
1,GPH Builders Merchant,MAKITA SAW BLADE 190MM X 30MM - 40 TEETH,B-08486,28,
1,GPH Builders Merchant,MAKITA MAK4 SDS-MAX DRILL BIT 26 X 520,P-77958,59,
1,GPH Builders Merchant,MAKITA 14.4V or 18V LI-ION FLORESCENT TORCH - BODY ONLY,BML801,29.99,
1,GPH Builders Merchant,MAKITA 14.4V or 18V LI-ION TORCH - BODY ONLY,BML802,29.99,
1,GPH Builders Merchant,MAKITA SDS PLUS 10mm X 260mm DRILL BIT - EACH,D-00197,3.4,
1,GPH Builders Merchant,MAKITA SAW BLADE 250MM X 30MM - 60 TEETH,B-09008,41,
1,GPH Builders Merchant,MAKITA SAW BLADE 260MM X 30MM - 48 TEETH,B-09824,94,
1,GPH Builders Merchant,MAKITA SAW BLADE 305MM X 30MM - 40 TEETH,B-08997,43.5,
1,GPH Builders Merchant,MAKITA SAW BLADE 260MM X 30MM - 40 TEETH,B-08981,30.5,
1,GPH Builders Merchant,MAKITA SAW BLADE 250MM X 30MM - 32 TEETH,B-08919,30.5,
1,GPH Builders Merchant,MAKITA SAW BLADE 250MM X 30MM - 48 TEETH,B-08975,41,
1,GPH Builders Merchant,MAKITA TCT SAW BLADE CSCX21016G 2.3,B-07973,22.5,
1,GPH Builders Merchant,MAKITA ELECTRICIANS POUCH,P-71738,32.15,
1,GPH Builders Merchant,MAKITA GENERAL PURPOSE POUCH,P-71744,47.99,
1,GPH Builders Merchant,MAKITA 2 POCKET FIXINGS POUCH,P-71750,33.86,
1,GPH Builders Merchant,MAKITA DRILL HOLSTER,P-71794,24.87,
1,GPH Builders Merchant,MAKITA HEAVYWEIIGHT LEATHER BELT,P-71803,22.71,
1,GPH Builders Merchant,MAKITA SUPER-HEAVYWEIIGHT BELT,P-71819,39.43,
1,GPH Builders Merchant,MAKITA TAPE HOLDER 3-10M,P-71831,8.99,
1,GPH Builders Merchant,MAKITA PHONE & PEN HOLDER,P-71847,12.42,
1,GPH Builders Merchant,MAKITA SITE GATE HAMMER HOLDER,P-71875,13.72,
1,GPH Builders Merchant,MAKITA ELECTRICIANS MATE,P-71881,20.16,
1,GPH Builders Merchant,MAKITA FIXINGS POUCH & HAMMER HOLDER,P-71906,22.71,
1,GPH Builders Merchant,MAKITA UNIVERSAL TOOL HOLDER,P-71912,22.71,
1,GPH Builders Merchant,MAKITA KNIFE & TOOL HOLDER,P-71928,13.72,
1,GPH Builders Merchant,MAKITA 25 PIECE HSS DRILL SET 1MM - 13MM,D-54097,20.94,
1,GPH Builders Merchant,** AIR FILTER INSERT EK6100,PHAIRFIL001,11.2,
1,GPH Builders Merchant,** INNER FILTER EK6100,PHINNFIL001,5.76,
1,GPH Builders Merchant,MAKITA SDS PLUS 12mm X 310mm DRILL BIT,B-47709,8.4,
1,GPH Builders Merchant,MAKITA SDS PLUS 16mm X 600mm  DRILL ,B-47955,16.05,
1,GPH Builders Merchant,MAKITA SDS PLUS 210MM X 8MM DRILL BIT,D-00147,2.72,
1,GPH Builders Merchant,MAKITA SDS PLUS 10mm X 600mm DRILL BIT,B-47612,13,
1,GPH Builders Merchant,** PAN HEAD SCREW M4 X 12 VC3211M FOR BELT SANDER,PHMAK9111181,0.6,
1,GPH Builders Merchant,** STRAP WASHER 9403 FOR BELT SANDER,PHMAK3446237,1.8,
1,GPH Builders Merchant,** CORK RUBBER PLATE 9401/9403 FOR BELT SANDER,PHMAK4240589,2.1,
1,GPH Builders Merchant,** SANDING BELT 120 GRADE 100 X 610,PHBELT003,3,
1,GPH Builders Merchant,MAKITA DOUBLE TORSON BIT PZ2   - EACH,B-39182,8.2,
1,GPH Builders Merchant,MAKITA LI-ION BATTERY BL1840B 18V 4.0AH,BL1840B,160.7,
1,GPH Builders Merchant,** MAKITA BATTERY 18V 2AH BL1820,632B42-4,45.99,
1,GPH Builders Merchant,MAKITA ANGLE GRINDER ELECTRIC 115MM 720W 240V - WITH BLADE,GA4530R/2,39.99,
1,GPH Builders Merchant,MAKITA LASER DISTANCE MEASURE 30M,LD030P,79.99,
1,GPH Builders Merchant,"MAKITA DOLMAR 18"" CHAINSAW LOOP CHAIN",528086772,29.18,
1,GPH Builders Merchant,MAKITA AUTOFEED SCREWDRIVER BIT PZ2 X 177 3PC,P-67804,15.46,
1,GPH Builders Merchant,MAKITA SDS PLUS PERFORMANCE 12mm X 600mm DRILL BIT,B-47737,16,
1,GPH Builders Merchant,MAKITA ABRASIVE BELT 80 GRIT 30MM X 533MM 5PC,P-36697,10.65,
1,GPH Builders Merchant,PTC20 - MAKITA LAWNMOWER ROTARY ELECTRIC PUSH 33CM ,ELM3311X,49.99,
1,GPH Builders Merchant,MAKITA DOUBLE TORSION BIT PH2 - 50MM GOLD,B-39160,8.2,
1,GPH Builders Merchant,MAKITA CARBON BRUSH SET CB-440,194427-5,4.86,
1,GPH Builders Merchant,  MAKITA BATTERY 5AH,BL1850B,59.99,
1,GPH Builders Merchant,PTC20 - MAKITA 18V LXT IMPACT WRENCH - BODY ONLY,MAKP001,119.99,
1,GPH Builders Merchant,MAKITA GREASE GUN       P-90451,MAKA002,68,
1,GPH Builders Merchant,ANGLE GRINDER CORDLESS 115MM 18V LI-ION LXT MAKITA - BODY ONLY,MAKP002,109.99,
1,GPH Builders Merchant,PTC20 - MAKITA 18V LXT CORDLESS PLANER 82MM - BODY ONLY,MAKP003,109.99,
1,GPH Builders Merchant,PTC20 -JIGSAW CORDLESS 18V LI-ION LXT MAKITA - BODY ONLY,MAKP004,95,
1,GPH Builders Merchant,PTC20 - IMPACT DRIVER CORDLESS 18V LI-ION LXT MAKITA - BODY ONLY,MAKP005,45,
1,GPH Builders Merchant,MAKITA M CLASS DUST EXTRACTOR,MAKP006,429.99,
1,GPH Builders Merchant,"MAKITA - 16"" SPROCKET GUIDE BAR 3/8 50G -           165202-6",MAKA003,11.14,
1,GPH Builders Merchant,MAKITA FLAT BIT  14mm - EACH          D-07711,MAKA004,1.2,
1,GPH Builders Merchant,PTC20 - MAKITA BRUSHLESS KIT 18V 5AH 2PC,MAKP007,299.99,
1,GPH Builders Merchant,PTC20 - MAKITA 18V 4  PIECE COMBO KIT ,(SP)MAK009,349,
1,GPH Builders Merchant,MAKITA ANGLE GRINDER 115MM CORDLESS 18V,(SP)MAK001,80,
1,GPH Builders Merchant,MAKITA 18V LXT DRILL DRIVER,(SP)MAK002,80,
1,GPH Builders Merchant,MAKITA TWIN PORT CHARGER,(SP)MAK004,53.33,
1,GPH Builders Merchant,MAKITA BATTERY 4AH,(SP)MAK005,56.99,
1,GPH Builders Merchant,MAKITA BULB 18V LI-ION TORCH,(SP)MAK006,12,
1,GPH Builders Merchant,PTC20 - MAKITA 190mm SLIDE COMPOUND MITRE SAW - 2400V (STAND NOT INCLUDED),MAKS002,275,
1,GPH Builders Merchant,MAKITA AUGER BIT 14MM X 200MM,MAKA006,7,
1,GPH Builders Merchant,MAKITA 27MM X 2.1 GALV. RING COIL NAIL           (16000),MAKAFIX001,66,
1,GPH Builders Merchant,PTC20 - MAKITA TWIN CORDLESS BRUSHLESS 190mm SLIDE COMPOUND MITRE SAW - 36V (STAND NOT INCLUDED),MAKP010,399,
1,GPH Builders Merchant,PTC20 - MAKITA 18V MULTI-TOOL - QUICK CHANGE -  BODY ONLY (DTM51Z),MAKP011,89.99,
1,GPH Builders Merchant,PTC20 -**  MAKITA 10.8V CORDLESS LITHIUM-ION KIT 2PC,MAKP012,99.99,
1,GPH Builders Merchant,PTC20 - MAKITA JOB SITE SPEAKER WITH BLUETOOTH,MAKP013,62,
1,GPH Builders Merchant,MAKITA JOB SITE SPEAKER WITH BLUETOOTH/USB,MAKP014,99.99,
1,GPH Builders Merchant,PTC20 - MAKITA 4 WHEEL MAKPAC BASE ,MAKP018,50,
1,GPH Builders Merchant,MAKITA 165MM X 20MM X 25T EFFICUT BLADE BLADE,MAKP019,21.42,
1,GPH Builders Merchant,**  MAKITA 75pc DRILL & BIT SET,MAKP020,16.66,
1,GPH Builders Merchant,PTC20 - MAKITA 110V 22L M CLASS DUST EXTRACTOR,MAKP021,475,
1,GPH Builders Merchant,PTC20 - MAKITA 10.8V SLIDE TWIN PACK HP331D COMBI DRILL & TM30D MULTI TOOL,MAKP022,120,
1,GPH Builders Merchant,PTC20 - MAKITA AM/FM BLUETOOTH SITE RADIO (DMR108),MAKP023,119.99,
1,GPH Builders Merchant,CIRCULAR SAW ELECTRIC 165MM 1050W 110V MAKITA,MAK0001,99.99,
1,GPH Builders Merchant,PTC20 - MAKITA DRT50ZX4 18V LXT BRUSHLESS CORDLESS ROUTER BODY ONLY ,MAKPT0002,130,
1,GPH Builders Merchant,MAKITA 18V COMBI DRILL - X1 3AH BATT. WITH 101PC DRILL & DRIVER BIT SET,MAK19001,124.99,
1,GPH Builders Merchant,ANGLE GRINDER ELECTRIC 115MM 720W 110V MAKITA - ANTI RESTART FUNCTION,MAK19003,39.99,
1,GPH Builders Merchant,ANGLE GRINDER ELECTRIC 115MM 720W 240V MAKITA - ANTI RESTART FUNCTION,MAK19004,39.99,
1,GPH Builders Merchant,PTC20 -**  MAKITA SCREWDRIVER BIT SET 39PC,MAK19005,16.65,
1,GPH Builders Merchant,PTC20 -**  MAKITA DRILL & BIT SET 216PC,MAK19006,29.99,
1,GPH Builders Merchant,MAKITA LINE STRIMMER 24.5CC,MAK19007,233.33,
1,GPH Builders Merchant,MAKITA AUGER BIT SET 5PC,MAK19009,14.99,
1,GPH Builders Merchant,MAKITA PLUNGE ROUTER BASE ,MAK19010,41.66,
1,GPH Builders Merchant,PTC20 - MAKITA DAB JOB SITE RADIO WITH BLUETOOTH (DMR112),MAK19011,134.99,
1,GPH Builders Merchant,MAKITA 36V TWIN BRUSHLESS ANGLE DRILL - BODY ONLY ,MAK19012,319.99,
1,GPH Builders Merchant,MAKITA LAWNMOWER ROTARY ELECTRIC PUSH 37CM,MAK19015,66.66,
1,GPH Builders Merchant,"PTC20 -**  MAKITA 18V COMBI DRILL - X2 5.0AH BATT, DC18RC CHARGER.",MAK19016,149.99,
1,GPH Builders Merchant,**  MAKITA 14.4V/18V LXT USB ADAPTOR,MAKPD003,11.85,
1,GPH Builders Merchant,**  MAKITA  25PC PZ2 25MM BIT SET,MAKPD012,5.35,
1,GPH Builders Merchant,**  MAKITA SCREWDRIVER BIT SET ,MAKPD009,5.25,
1,GPH Builders Merchant,**  MAKITA  227PC GENERAL MAINTENANCE KIT,MAKPD015,86.99,
1,GPH Builders Merchant,**  MAKITA 75PC DRILL & SCREWDRIVER BIT SET,MAKPD016,13.99,
1,GPH Builders Merchant,**  S/STEEL INNSULATED MUG,MAKPD018,6.99,
1,GPH Builders Merchant,**  MAKITA LUNCH BAG,MAKPD019,14.5,
1,GPH Builders Merchant,**  MAKITA 9PC SOCKET SET ,MAKPD020,13.4,
1,GPH Builders Merchant,**  MAKITA 47PC RATCHET SET ,MAKPD021,16.99,
1,GPH Builders Merchant,**  MAKITA 29PC SCREW BIT SET ,MAKPD022,6.6,
1,GPH Builders Merchant,**  MAKITA 4PC CHISEL SET ,MAKPD023,11.85,
1,GPH Builders Merchant,**  MAKITA RATCHET SCREWDRIVER ,MAKPD024,6.55,
1,GPH Builders Merchant,**  MAKITA 18pc MIXED DRILL BIT SET,MAKPD025,11.6,
1,GPH Builders Merchant,**  MAKITA 18V COMBI DRILL BODY ONLY       ,DHP482WBO,45,
1,GPH Builders Merchant,**  MAKITA  MACPAC TYPE 2 BOX ,MACPAC02,20,
1,GPH Builders Merchant,MAKITA STARLOCK TMA065 SEGMENT SAW 85,B-65028,21.71,
1,GPH Builders Merchant,MAKITA STARLOCK TMA047 BIM  CUTSAW 32 ,B-64814,15.33,
1,GPH Builders Merchant,MAKITA STARLOCK TMA053 BIM  CUTSAW 32 ,B-64870,15.33,
1,GPH Builders Merchant,MAKITA STARLOCK TMA048 BIM  CUTSAW 65,B-64820,17.83,
1,GPH Builders Merchant,MAKITA STARLOCK TMA058 HCS  CUTSAW 32 ,B-64858,10.2,
1,GPH Builders Merchant,MAKITA STARLOCK TMA045 BIM SEGMENT SAW BLADE,B-64799,17,
